ms_since_start,bytes
9.057,8192
9.073,8192
9.079,1947
11.648,8192
11.653,8192
11.657,8192
11.659,8192
11.662,3712
14.061,8192
14.065,8192
14.067,8192
14.070,8192
14.077,4389
16.173,8192
16.176,8192
16.178,1379
18.437,8192
18.443,8192
18.447,8192
18.449,8192
18.451,4026
20.633,8192
20.637,8192
20.641,8192
20.642,8192
20.646,5264
23.145,8192
23.150,8192
23.152,8192
23.155,8192
23.160,2202
25.463,8192
25.466,8192
25.469,1154
27.879,8192
27.883,8192
27.888,8192
27.891,8192
27.893,8192
27.896,506
30.187,8192
30.191,8192
30.194,8192
30.197,2103
32.830,8192
32.836,8192
32.838,8192
32.840,8192
32.842,1923
35.072,8192
35.077,8192
35.080,3117
37.672,8192
37.677,8192
37.679,8192
37.681,8192
37.683,8192
37.686,1086
40.340,8192
40.346,8192
40.348,8192
40.350,8192
40.353,2205
42.790,8192
42.794,8192
42.797,8192
42.798,8192
42.801,5055
42.869,1673
45.834,8192
45.840,8192
45.843,8192
45.849,8192
45.853,3908
48.479,8192
48.484,8192
48.494,2278
50.819,8192
50.823,8192
50.828,8192
50.830,8192
50.833,196
53.226,8192
53.231,8192
53.236,8192
53.239,8192
53.241,1202
55.895,8192
55.899,8192
55.902,8192
55.904,8192
55.906,8192
55.913,550
58.516,8192
58.520,8192
58.522,7735
60.398,8192
60.405,8192
60.407,8192
60.410,8192
60.413,5159
62.474,8192
62.477,8192
62.481,8192
62.485,8192
62.487,1780
64.528,8192
64.535,8192
64.537,3686
66.249,8192
66.253,8192
66.257,8192
66.258,7793
68.304,8192
68.307,8192
68.310,8192
68.312,7748
70.491,8192
70.494,8192
70.496,8192
70.498,8192
70.500,2717
73.161,8192
73.167,8192
73.179,8192
73.181,8192
73.185,3690
76.355,8192
76.362,8192
76.366,8192
76.367,8192
76.371,8192
76.375,325
