ms_since_start,bytes
2.127,8192
2.130,8192
2.134,1947
14398.606,8192
14398.617,8192
14398.625,8192
14398.630,8192
14398.645,3712
14401.417,8192
14401.423,8192
14401.425,8192
14401.431,8192
14401.438,4389
14403.642,8192
14403.646,8192
14403.649,1379
14406.252,8192
14406.266,8192
14406.268,8192
14406.272,8192
14406.274,4026
14408.750,8192
14408.762,8192
14408.765,8192
14408.767,8192
14408.771,5264
14410.990,8192
14410.995,8192
14410.998,8192
14411.009,8192
14411.014,2202
14414.396,8192
14414.400,8192
14414.410,1154
14417.424,8192
14417.428,8192
14417.437,8192
14417.439,8192
14417.444,8192
14417.447,506
14419.647,8192
14419.650,8192
14419.652,8192
14419.654,2103
14422.078,8192
14422.084,8192
14422.086,8192
14422.088,8192
14422.090,1923
14424.745,8192
14424.762,8192
14424.767,3117
14427.206,8192
14427.219,8192
14427.222,8192
14427.224,8192
14427.227,8192
14427.230,1086
14429.584,8192
14429.590,8192
14429.593,8192
14429.594,8192
14429.596,2205
14432.329,8192
14432.337,8192
14432.340,8192
14432.343,8192
14432.345,6728
14435.596,8192
14435.600,8192
14435.603,8192
14435.612,8192
14435.615,3908
14437.744,8192
14437.747,8192
14437.756,2278
14441.117,8192
14441.122,8192
14441.129,8192
14441.133,8192
14441.137,196
14443.479,8192
14443.483,8192
14443.490,8192
14443.493,8192
14443.497,1202
14446.189,8192
14446.200,8192
14446.206,8192
14446.208,8192
14446.209,8192
14446.215,550
14448.465,8192
14448.469,8192
14448.478,7735
14450.693,8192
14450.701,8192
14450.703,8192
14450.706,8192
14450.708,5159
14452.966,8192
14452.969,8192
14452.972,8192
14452.980,8192
14452.982,1780
14455.189,8192
14455.195,8192
14455.197,3686
14458.006,8192
14458.011,8192
14458.022,8192
14458.024,7793
14459.997,8192
14460.000,8192
14460.002,8192
14460.005,7748
14462.297,8192
14462.300,8192
14462.305,8192
14462.307,8192
14462.311,2717
14464.722,8192
14464.725,8192
14464.731,8192
14464.734,8192
14464.738,3690
14467.546,8192
14467.554,8192
14467.557,8192
14467.559,8192
14467.562,8192
14467.566,325
