ms_since_start,bytes
1926.434,8192
1926.444,8192
1926.449,5163
1928.828,8192
1928.834,8192
1928.837,8192
1928.839,8192
1928.842,2984
9026.023,8192
9026.030,8192
9026.033,7395
9027.711,8192
9027.714,8192
9027.718,8192
9027.720,8192
9027.722,4242
9029.248,8192
9029.251,8192
9029.254,8192
9029.258,8192
9029.260,6039
9030.597,8192
9030.600,8192
9030.602,1420
9032.151,8192
9032.157,8192
9032.160,4072
9034.118,8192
9034.123,8192
9034.128,8192
9034.132,8192
9034.134,8192
9034.136,8192
9034.142,497
9036.046,8192
9036.050,8192
9036.055,8192
9036.057,8192
9036.060,3058
9039.013,8192
9039.017,8192
9039.020,8192
9039.021,8192
9039.023,8192
9039.025,8192
9039.027,3967
9040.508,8192
9040.511,8192
9040.513,8192
9040.515,8192
9040.517,1988
9041.999,8192
9042.002,8192
9042.005,3708
9043.680,8192
9043.683,8192
9043.686,8192
9043.689,8192
9043.691,5352
31818.362,8192
31818.369,6831
