ms_since_start,bytes
2.042,8192
2.045,8192
2.049,1947
3.969,8192
3.975,8192
3.978,8192
3.980,8192
3.982,3712
6.158,8192
6.162,8192
6.166,8192
6.168,8192
6.171,4389
8.879,8192
8.884,8192
8.890,1379
11.444,8192
11.459,8192
11.461,8192
11.464,8192
11.467,4026
13.705,8192
13.711,8192
13.714,8192
13.716,8192
13.724,5264
15.882,8192
15.896,8192
15.902,8192
15.905,8192
15.908,2202
17.972,8192
17.975,8192
17.978,1154
20.163,8192
20.166,8192
20.169,8192
20.172,8192
20.177,8192
20.180,506
22.214,8192
22.217,8192
22.221,8192
22.223,2103
24.719,8192
24.723,8192
24.725,8192
24.727,8192
24.730,1923
26.996,8192
27.006,8192
27.009,3117
29.471,8192
29.475,8192
29.478,8192
29.480,8192
29.485,8192
29.486,1086
31.831,8192
31.834,8192
31.837,8192
31.839,8192
31.841,2205
34.717,8192
34.728,8192
34.731,8192
34.734,8192
34.736,6728
37.196,8192
37.200,8192
37.203,8192
37.208,8192
37.212,3908
39.567,8192
39.571,8192
39.573,2278
41.943,8192
41.950,8192
41.955,8192
41.960,8192
41.967,196
44.277,8192
44.281,8192
44.290,8192
44.293,8192
44.295,1202
46.677,8192
46.683,8192
46.686,8192
46.688,8192
46.690,8192
46.698,550
49.424,8192
49.429,8192
49.432,7735
51.412,8192
51.421,8192
51.424,8192
51.426,8192
51.428,5159
54.303,8192
54.308,8192
54.311,8192
54.406,8192
54.409,1780
56.627,8192
56.635,8192
56.638,3686
58.865,8192
58.871,8192
58.878,8192
58.880,7793
60.919,8192
60.923,8192
60.926,8192
60.929,7748
63.284,8192
63.287,8192
63.295,8192
63.297,8192
63.301,2717
66.197,8192
66.201,8192
66.212,8192
66.214,8192
66.218,3690
69.279,8192
69.287,8192
69.290,8192
69.292,8192
69.296,8192
69.299,325
