ms_since_start,bytes
7920.141,8192
7920.147,8192
7920.152,8192
7920.155,8192
7920.157,7631
7923.167,8192
7923.173,8192
7923.181,8192
7923.186,8192
7923.192,958
7926.766,8192
7926.771,8192
7926.784,8192
7926.787,8192
7926.791,6237
7930.072,8192
7930.078,8192
7930.081,8192
7930.085,4574
7932.891,8192
7932.895,8192
7932.899,2458
7935.571,8192
7935.574,8192
7935.577,8192
7935.582,8192
7935.584,5471
7938.164,8192
7938.167,8192
7938.172,8192
7938.175,8192
7938.178,5750
7940.491,8192
7940.523,8192
7940.527,8192
7940.530,7476
7943.839,8192
7943.845,8192
7943.855,8192
7943.859,8192
7943.861,2287
7946.038,8192
7946.045,8192
7946.048,8192
7946.051,2622
7949.370,8192
7949.384,8192
7949.389,8192
7949.394,8192
7949.402,5342
7952.295,8192
7952.299,8192
7952.304,1020
7954.717,8192
7954.721,8192
7954.733,8192
7954.736,8192
7954.739,6951
7957.635,8192
7957.639,8192
7957.642,8192
7957.645,8192
7957.659,5527
7958.539,8192
7958.543,92
