ms_since_start,bytes
7718.940,8192
7718.945,8192
7718.951,8192
7718.955,8192
7718.957,7631
7721.080,8192
7721.085,8192
7721.089,8192
7721.091,8192
7721.094,958
7723.473,8192
7723.476,8192
7723.479,8192
7723.481,8192
7723.483,6237
7725.435,8192
7725.438,8192
7725.440,8192
7725.443,4574
7727.858,8192
7727.860,8192
7727.862,2458
7730.611,8192
7730.615,8192
7730.618,8192
7730.624,8192
7730.626,5471
7733.212,8192
7733.216,8192
7733.226,8192
7733.228,8192
7733.231,5750
7735.559,8192
7735.573,8192
7735.575,8192
7735.578,7476
7738.422,8192
7738.426,8192
7738.431,8192
7738.433,8192
7738.436,2287
7741.138,8192
7741.146,8192
7741.148,8192
7741.150,2622
7743.418,8192
7743.421,8192
7743.423,8192
7743.425,8192
7743.428,5342
7745.568,8192
7745.576,8192
7745.578,1020
7748.020,8192
7748.024,8192
7748.027,8192
7748.033,8192
7748.036,6951
7750.762,8192
7750.766,8192
7750.769,8192
7750.771,8192
7750.823,5527
7751.269,8192
7751.272,92
