ms_since_start,bytes
4.145,8192
4.150,8192
4.153,8192
4.155,8192
4.158,7631
15.406,8192
15.411,8192
15.415,8192
15.417,8192
15.421,958
19.757,8192
19.763,8192
19.769,8192
19.774,8192
19.778,6237
25.081,8192
25.088,8192
25.091,8192
25.093,4574
27.260,8192
27.263,8192
27.266,2458
29.548,8192
29.551,8192
29.553,8192
29.556,8192
29.558,5471
32.071,8192
32.074,8192
32.077,8192
32.079,8192
32.082,5750
34.050,8192
34.054,8192
34.057,8192
34.060,7476
36.624,8192
36.630,8192
36.633,8192
36.635,8192
36.638,2287
38.535,8192
38.539,8192
38.542,8192
38.544,2622
40.853,8192
40.856,8192
40.859,8192
40.862,8192
40.864,5342
43.089,8192
43.094,8192
43.096,1020
45.324,8192
45.327,8192
45.330,8192
45.332,8192
45.335,6951
47.590,8192
47.594,8192
47.597,8192
47.598,8192
47.612,5527
48.296,8192
48.299,92
