ms_since_start,bytes
6.538,8192
6.543,8192
6.555,8192
6.557,8192
6.561,7631
9.025,8192
9.029,8192
9.037,8192
9.040,8192
9.044,958
11.453,8192
11.462,8192
11.466,8192
11.470,8192
11.473,6237
13.604,8192
13.613,8192
13.616,8192
13.620,4574
15.623,8192
15.627,8192
15.632,2458
18.125,8192
18.129,8192
18.131,8192
18.139,8192
18.163,5471
22.535,8192
22.539,8192
22.551,8192
22.553,8192
22.556,5750
24.964,8192
24.971,8192
24.974,8192
24.976,7476
29.113,8192
29.120,8192
29.124,8192
29.127,8192
29.130,2287
31.436,8192
31.442,8192
31.444,8192
31.447,2622
36.344,8192
36.355,8192
36.360,8192
36.374,8192
36.383,5342
39.426,8192
39.437,8192
39.440,1020
41.785,8192
41.789,8192
41.796,8192
41.800,8192
41.802,6951
44.063,8192
44.065,8192
44.068,8192
44.069,8192
44.075,5527
44.549,8192
44.552,92
