ms_since_start,bytes
2.482,8192
2.485,8192
2.488,1947
5.313,8192
5.324,8192
5.327,8192
5.329,8192
5.334,3712
8.230,8192
8.241,8192
8.246,8192
8.250,8192
8.260,4389
12.521,8192
12.532,8192
12.538,1379
16.342,8192
16.373,8192
16.377,8192
16.380,8192
16.383,4026
21.434,8192
21.440,8192
21.444,8192
21.446,8192
21.450,5264
24.199,8192
24.203,8192
24.205,8192
24.436,8192
24.443,2202
28.898,8192
28.908,8192
28.919,1154
32.744,8192
32.750,8192
32.756,8192
32.759,8192
32.763,8192
32.770,506
34.957,8192
34.962,8192
34.965,8192
34.967,2103
37.271,8192
37.277,8192
37.279,8192
37.281,8192
37.284,1923
39.414,8192
39.424,8192
39.426,3117
44.155,8192
44.161,8192
44.163,8192
44.165,8192
44.198,8192
44.201,1086
47.517,8192
47.527,8192
47.530,8192
47.532,8192
47.535,2205
49.985,8192
49.992,8192
49.995,8192
49.998,8192
50.001,6728
52.774,8192
52.777,8192
52.779,8192
52.783,8192
52.787,3908
54.813,8192
54.816,8192
54.819,2278
56.862,8192
56.867,8192
56.871,8192
56.873,8192
56.877,196
61.186,8192
61.191,8192
61.196,8192
61.198,8192
61.201,1202
63.851,8192
63.859,8192
63.861,8192
63.864,8192
63.865,8192
63.875,550
65.938,8192
65.942,8192
65.946,7735
67.876,8192
67.882,8192
67.885,8192
67.887,8192
67.890,5159
70.410,8192
70.414,8192
70.416,8192
70.422,8192
70.424,1780
72.695,8192
72.699,8192
72.702,3686
76.694,8192
76.700,8192
76.706,8192
76.708,7793
78.808,8192
78.812,8192
78.815,8192
78.817,7748
81.201,8192
81.205,8192
81.209,8192
81.211,8192
81.216,2717
83.825,8192
83.829,8192
83.834,8192
83.836,8192
83.839,3690
86.902,8192
86.908,8192
86.911,8192
86.913,8192
86.917,8192
86.920,325
