ms_since_start,bytes
2096.612,8192
2096.621,8192
2096.627,5163
2099.836,8192
2099.843,8192
2099.850,8192
2099.852,8192
2099.856,2984
8963.225,8192
8963.231,8192
8963.235,7380
8965.654,8192
8965.659,8192
8965.664,8192
8965.666,8192
8965.670,4088
8968.151,8192
8968.158,8192
8968.163,8192
8968.167,8192
8968.170,6421
8970.391,8192
8970.396,8192
8970.399,1351
8973.210,8192
8973.215,8192
8973.219,4239
8975.092,8192
8975.095,8192
8975.104,8192
8975.107,8192
8975.110,8192
8975.112,8192
8975.149,702
8976.882,8192
8976.885,8192
8976.888,8192
8976.890,8192
8976.896,2568
8978.407,8192
8978.410,8192
8978.414,8192
8978.416,7402
8980.134,8192
8980.145,8192
8980.149,2684
8983.036,8192
8983.041,8192
8983.049,8192
8983.052,8192
8983.058,1987
8984.908,8192
8984.913,8192
8984.920,7263
8986.727,8192
8986.735,8192
8986.737,8192
8986.741,8192
8986.745,4241
8987.340,8192
8987.343,8192
8987.347,3363
