ms_since_start,bytes
10.428,8192
10.438,8192
10.443,4343
13.031,8192
13.038,8192
13.047,8192
13.050,8192
13.054,3698
15.410,8192
15.417,8192
15.421,5942
19.220,8192
19.227,8192
19.230,8192
19.234,8192
19.235,8192
19.237,2605
20.817,8192
20.820,8192
20.824,8192
20.826,8192
20.828,698
23.082,8192
23.089,8192
23.092,8192
23.094,8192
23.098,2552
24.168,8192
24.174,8192
24.176,3628
26.004,8192
26.014,8192
26.016,1875
28.388,8192
28.395,8192
28.398,8192
28.401,8192
28.403,8192
28.406,2302
30.288,8192
30.292,8192
30.302,8192
30.305,8192
30.307,2354
31.719,8192
31.723,8192
31.726,8192
31.733,2482
33.276,8192
33.280,8192
33.284,8192
33.287,8192
33.289,1685
34.837,8192
34.844,8192
34.847,8192
34.850,8192
34.853,3057
36.415,8192
36.419,8192
36.421,2512
38.053,8192
38.061,8192
38.063,8192
38.066,8192
38.071,3853
39.843,8192
39.847,8192
39.849,8192
39.851,8192
39.859,7463
41.204,8192
41.209,8192
41.212,8192
41.215,5760
42.831,8192
42.834,8192
42.837,8192
42.842,8192
42.845,1554
44.408,8192
44.413,8192
44.416,4398
45.840,8192
45.846,8192
45.849,8192
45.853,6743
47.086,8192
47.091,8192
47.094,1048
48.671,8192
48.680,8192
48.683,8192
48.687,8192
48.688,8192
48.691,8192
48.693,1865
50.153,8192
50.160,8192
50.162,1272
51.708,8192
51.711,8192
51.713,4561
52.851,8192
52.854,8192
52.858,8192
52.860,8192
52.862,8192
52.864,4211
54.405,8192
54.408,8192
54.410,8192
54.412,8192
54.414,2337
56.097,8192
56.100,8192
56.104,8192
56.106,8192
56.109,4753
57.578,8192
57.581,8192
57.583,1049
26418.636,8192
26418.650,8192
26418.652,8192
26418.655,8192
26418.657,6052
