ms_since_start,bytes
2.184,8192
2.187,8192
2.191,1947
4.645,8192
4.650,8192
4.653,8192
4.656,8192
4.658,3712
7.363,8192
7.371,8192
7.373,4579
10.153,8192
10.170,8192
10.172,8192
10.176,8192
10.178,2129
12.506,8192
12.514,8192
12.517,8192
12.524,8192
12.526,4094
14.815,8192
14.820,8192
14.823,8192
14.825,8192
14.830,5294
16.902,8192
16.905,8192
16.907,8192
16.914,8192
16.917,2224
18.835,8192
18.837,8192
18.842,1166
21.071,8192
21.075,8192
21.077,8192
21.079,8192
21.107,8192
21.109,286
23.124,8192
23.127,8192
23.130,8192
23.132,2837
25.714,8192
25.728,8192
25.731,8192
25.734,8192
25.736,1975
28.065,8192
28.074,8192
28.076,1374
30.286,8192
30.295,8192
30.297,8192
30.300,8192
30.301,8192
30.305,2976
32.361,8192
32.366,8192
32.369,8192
32.372,8192
32.374,2195
34.545,8192
34.548,8192
34.553,8192
34.556,8192
34.558,4926
36.737,8192
36.739,8192
36.743,8192
36.745,8192
36.747,4814
38.763,8192
38.765,8192
38.769,2920
41.474,8192
41.482,8192
41.485,8192
41.488,1141
43.781,8192
43.784,8192
43.786,8192
43.791,8192
43.795,8192
43.797,191
45.962,8192
45.969,8192
45.971,8192
45.974,8192
45.975,8192
45.978,386
47.808,8192
47.812,8192
47.816,8192
47.818,1333
49.621,8192
49.625,8192
49.628,8192
49.631,5639
51.701,8192
51.706,8192
51.708,8192
51.711,8192
51.712,8192
51.714,946
53.718,8192
53.723,8192
53.726,3478
55.452,8192
55.462,8192
55.466,4876
57.644,8192
57.656,8192
57.660,8192
57.663,8192
57.665,8192
57.668,2312
59.957,8192
59.960,8192
59.963,8192
59.967,8192
59.971,2733
62.110,8192
62.112,8192
62.119,8192
62.122,8192
62.126,3593
64.206,8192
64.211,8192
64.213,3126
24906.491,8192
24906.500,8192
24906.502,8192
24906.505,42
