ms_since_start,bytes
2.151,8192
2.155,8192
2.163,1947
4.427,8192
4.439,8192
4.442,8192
4.445,8192
4.447,3712
6.658,8192
6.662,8192
6.665,4579
9.107,8192
9.112,8192
9.115,8192
9.117,8192
9.120,2129
11.495,8192
11.499,8192
11.501,8192
11.503,8192
11.505,4094
13.713,8192
13.716,8192
13.718,8192
13.719,8192
13.722,5294
15.785,8192
15.787,8192
15.789,8192
15.828,8192
15.830,2224
18.007,8192
18.011,8192
18.016,1166
20.340,8192
20.346,8192
20.349,8192
20.351,8192
20.353,8192
20.356,286
23.430,8192
23.435,8192
23.437,8192
23.440,2837
26.009,8192
26.013,8192
26.016,8192
26.018,8192
26.020,1975
28.097,8192
28.101,8192
28.103,1374
30.496,8192
30.500,8192
30.503,8192
30.508,8192
30.511,8192
30.514,2976
32.760,8192
32.763,8192
32.766,8192
32.767,8192
32.770,2195
35.154,8192
35.158,8192
35.164,8192
35.167,8192
35.169,4926
37.493,8192
37.496,8192
37.499,8192
37.501,8192
37.503,4814
39.511,8192
39.514,8192
39.517,2920
41.448,8192
41.453,8192
41.455,8192
41.458,1141
43.591,8192
43.595,8192
43.597,8192
43.653,8192
43.656,8192
43.658,191
45.691,8192
45.695,8192
45.697,8192
45.700,8192
45.701,8192
45.704,386
47.571,8192
47.574,8192
47.581,8192
47.583,1333
49.401,8192
49.428,8192
49.430,8192
49.434,5639
51.823,8192
51.833,8192
51.836,8192
51.839,8192
51.840,8192
51.843,946
53.838,8192
53.844,8192
53.847,3478
55.735,8192
55.738,8192
55.744,4876
57.589,8192
57.593,8192
57.596,8192
57.599,8192
57.600,8192
57.604,2312
60.141,8192
60.144,8192
60.147,8192
60.153,8192
60.157,2733
62.502,8192
62.505,8192
62.512,8192
62.516,8192
62.519,3593
64.653,8192
64.659,8192
64.661,3126
24654.372,8192
24654.378,8192
24654.381,8192
24654.384,42
