ms_since_start,bytes
4.932,8192
4.936,8192
4.939,3740
7.574,8192
7.581,8192
7.585,8192
7.586,8192
7.588,2976
9.863,8192
9.868,8192
9.870,8192
9.872,3536
12.578,8192
12.582,8192
12.585,8192
12.586,8192
12.588,4438
14.844,8192
14.847,8192
14.853,8192
14.857,8192
14.860,5146
27586.608,8192
27586.612,8192
27586.615,8192
27586.618,6160
