ms_since_start,bytes
2736.770,8192
2736.783,8192
2736.790,4343
2738.957,8192
2738.961,8192
2738.965,8192
2738.968,8192
2738.972,3698
2742.090,8192
2742.095,8192
2742.097,5942
31896.692,8192
31896.707,8192
31896.711,8192
31896.714,8192
31896.715,8192
31896.720,2605
31899.100,8192
31899.108,8192
31899.115,8192
31899.118,8192
31899.122,698
31901.392,8192
31901.401,8192
31901.404,8192
31901.407,8192
31901.411,2552
31904.051,8192
31904.060,8192
31904.063,3628
31907.525,8192
31907.539,8192
31907.543,1875
31909.978,8192
31909.982,8192
31909.986,8192
31909.993,8192
31909.996,8192
31910.002,2302
31912.052,8192
31912.057,8192
31912.065,8192
31912.069,8192
31912.071,2354
31913.568,8192
31913.573,8192
31913.576,8192
31913.583,2482
31915.567,8192
31915.571,8192
31915.575,8192
31915.578,8192
31915.580,1685
31918.119,8192
31918.254,8192
31918.262,8192
31918.269,8192
31918.275,3057
31921.017,8192
31921.023,8192
31921.025,2512
31922.892,8192
31922.946,8192
31922.950,8192
31922.954,8192
31922.958,3853
31925.033,8192
31925.037,8192
31925.039,8192
31925.041,8192
31925.047,7463
31926.970,8192
31926.979,8192
31926.981,8192
31926.985,5760
31928.666,8192
31928.670,8192
31928.674,8192
31928.678,8192
31928.682,1554
31930.294,8192
31930.303,8192
31930.306,4398
31932.429,8192
31932.442,8192
31932.466,8192
31932.474,6743
31938.886,8192
31938.897,8192
31938.900,1048
31940.998,8192
31941.004,8192
31941.007,8192
31941.009,8192
31941.011,8192
31941.012,8192
31941.015,1865
31942.663,8192
31942.671,8192
31942.674,1272
31944.546,8192
31944.554,8192
31944.557,4561
31945.992,8192
31945.996,8192
31946.003,8192
31946.005,8192
31946.008,8192
31946.011,4211
31953.927,8192
31953.932,8192
31953.934,8192
31953.936,8192
31953.942,2337
31955.845,8192
31955.849,8192
31955.851,8192
31955.853,8192
31955.858,4753
31957.322,8192
31957.325,8192
31957.330,1049
53694.827,8192
53694.838,8192
53694.841,8192
53694.843,8192
53694.846,6052
