ms_since_start,bytes
4.292,8192
4.296,8192
4.299,3740
6.952,8192
6.961,8192
6.971,8192
6.974,8192
6.978,2976
9.226,8192
9.232,8192
9.235,8192
9.237,3536
11.777,8192
11.781,8192
11.785,8192
11.789,8192
11.796,4438
14.710,8192
14.715,8192
14.718,8192
14.720,8192
14.722,5146
26674.075,8192
26674.080,8192
26674.083,8192
26674.087,6160
