ms_since_start,bytes
4.387,8192
4.392,8192
4.397,3740
6.933,8192
6.938,8192
6.941,8192
6.943,8192
6.945,2976
9.216,8192
9.223,8192
9.225,8192
9.227,3536
11.484,8192
11.487,8192
11.490,8192
11.492,8192
11.497,4438
13.853,8192
13.857,8192
13.867,8192
13.869,8192
13.871,5146
26576.509,8192
26576.514,8192
26576.516,8192
26576.530,6160
